sorgente,domanda,corretta,errata_1,errata_2,errata_3
../SviluppoCooperazioneInternazionale/bacheca/presentazione-lm-in-scienze-dell-educazione-permanente-e-della-formazione-continua-1/webinar-24-settembre_estesa.pdf/@@download/file/Webinar%2024%20settembre_estesa.pdf.txt,"Secondo il testo, quale tra queste NON è una delle aree in cui il corso di formazione professionale si propone di innovare?",A.  L'offerta di servizi per il lavoro,B.  L'organizzazione di eventi formativi in presenza,C.  L'utilizzo di tecnologie digitali nell'insegnamento,D.  La possibilità di svolgere una parte dell'attività didattica a distanza
../SviluppoCooperazioneInternazionale/bacheca/presentazione-lm-in-scienze-dell-educazione-permanente-e-della-formazione-continua-1/ics_view/index.txt,In quale data è prevista la presentazione del corso di laurea in Scienze dell'educazione permanente e della formazione continua?,A. 2024-09-12,B. 2024-03-31,C. 2024-09-13,D. 2024-12-12
../SviluppoCooperazioneInternazionale/bacheca/chiusura-estiva-uffici-tirocini-area-sociale-2024/index.txt,Entro quale data è possibile presentare nuove richieste di tirocinio tramite l'Applicativo Tirocini per assicurarsi che vengano gestite prima della chiusura estiva degli uffici?,A. 02 agosto 2024,B. 09 agosto 2024,C. 25 agosto 2024,D. 26 agosto 2024
../SviluppoCooperazioneInternazionale/bacheca/compilazione-piano-di-studio-a-a-2024-2025/index.txt,"Secondo il testo fornito, quale servizio online è dedicato specificamente alla gestione delle tesi di laurea?",A. Tesi online,B. AlmaEsami,C. Servizi bibliotecari,D. Bacheca offerte di lavoro
../SviluppoCooperazioneInternazionale/bacheca/compilazione-piano-di-studio-a-a-2024-2025/index.txt,Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,A.  UniboImmagine,B.  Cedolini web,C.  La mia e-mail Studenti,D.  Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/compilazione-piano-di-studio-a-a-2024-2025/index.txt,Quando sono state pubblicate le finestre per la compilazione del piano di studi per l'anno accademico 2024-2025?,A. 02 luglio 2024,B. 01 luglio 2024,C. 03 luglio 2024,D. 02 agosto 2024
../SviluppoCooperazioneInternazionale/bacheca/compilazione-piano-di-studio-a-a-2024-2025/index.txt,Quando sono aperte le finestre per la compilazione del piano di studi per l'anno accademico 2024-2025?,A.  Attualmente,B.  A partire dal 1° settembre 2024,C.  A partire dal 1° ottobre 2024,D.  Entro il 31 dicembre 2023
../SviluppoCooperazioneInternazionale/bacheca/compilazione-piano-di-studio-a-a-2024-2025/index.txt,Cosa suggerisce il testo in merito alla successiva azione da intraprendere?,A. Ritornare indietro,B. Avanzare di un passo,C. Fermarsi e riflettere,D. Cambiare direzione
../SviluppoCooperazioneInternazionale/bacheca/blows-against-the-empire-una-chiacchierata-con-il-professore-lucio-pegoraro/index.txt,"Secondo il Professore Pegoraro, quale elemento costituisce il nucleo duro di una proposta alternativa di costituzione transnazionale?","A. Valori come la comunità, la solidarietà e la fraternità",B. L'universalismo giuridico e la promozione dei diritti fondamentali,C. L'imperialismo dei diritti umani e la dignità come norma base,D. La valorizzazione del pluralismo sociale e culturale a discapito del diritto pubblico
../SviluppoCooperazioneInternazionale/bacheca/blows-against-the-empire-una-chiacchierata-con-il-professore-lucio-pegoraro/locandina__blows_against_the_empire_5maggio.pdf/@@download/file/Locandina__Blows_against_the_Empire_5maggio.pdf.txt,"Secondo Lucio Pegoraro, quale elemento costituisce un punto debole dell'approccio universalistico al diritto pubblico?","A. La sua base sui diritti fondamentali e umani, che secondo Pegoraro contribuisce all'attacco al pluralismo sociale e culturale.",B. La sua mancanza di attenzione per le tradizioni giuridiche locali.,"C. La sua enfasi sulla dignità individuale, che trascurrebbe la necessità di solidarietà.","D. La sua origine negli Stati Uniti, che lo renderebbe culturalmente limitato."
../SviluppoCooperazioneInternazionale/bacheca/blows-against-the-empire-una-chiacchierata-con-il-professore-lucio-pegoraro/ics_view/index.txt,In quale anno si terrà l'evento 'BLOWS AGAINST THE EMPIRE’ - Una chiacchierata con il Professore Lucio Pegoraro?,A. 2021,B. 2024,C. 2023,D. 2022
../SviluppoCooperazioneInternazionale/bacheca/developing-presence-and-engagement-for-international-speeches-acting-techniques-for-non-actors/index.txt,Quale dei seguenti servizi online è specificamente dedicato alla gestione degli esami per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRM,C. Concilium,D. Virtuale
../SviluppoCooperazioneInternazionale/bacheca/developing-presence-and-engagement-for-international-speeches-acting-techniques-for-non-actors/index.txt,A quale tipo di studenti è rivolto il seminario laboratoriale 'Developing presence and engagement for international speeches: acting techniques for non-actors'?,"A. Studenti di SVIC, EPOS e SPOSI",B. Tutti gli studenti dell'Università di Bologna,C. Solo gli studenti del CdL SVIC,D. Studenti di lingue straniere e comunicazione
../SviluppoCooperazioneInternazionale/bacheca/developing-presence-and-engagement-for-international-speeches-acting-techniques-for-non-actors/index.txt,"A quale tipo di studenti è rivolto il seminario ""Developing presence and engagement for international speeches: acting techniques for non-actors""?","A. Studenti di SVIC, EPOS e SPOSI",B. Tutti gli studenti dell'Università di Bologna,C. Solo studenti del CdL SVIC,D. Studenti di corsi di lingua inglese
../SviluppoCooperazioneInternazionale/bacheca/developing-presence-and-engagement-for-international-speeches-acting-techniques-for-non-actors/open-seminar-june-chae-1.pdf/@@download/file/OPEN%20SEMINAR%20JUNE%20CHAE%20(1).pdf.txt,"A chi è rivolto il seminario ""Developing presence and engagement for international speeches: acting techniques for non-actors""?","A. A tutti gli studenti di SVIC, EPOC e SPOSI previa iscrizione",B. Solo agli studenti del CdL SVIC,C. A tutti gli studenti dell'Università di Bologna,"D. Solo agli studenti del corso ""Laboratory: Geopolitics, Finance for International Cooperation and Instruments"""
../SviluppoCooperazioneInternazionale/bacheca/developing-presence-and-engagement-for-international-speeches-acting-techniques-for-non-actors/ics_view/index.txt,In che aula si terrà il seminario laboratoriale 'Developing presence and engagement for international speeches: acting techniques for non-actors'?,A. Aula Ruffilli – Palazzo Hercolani – Strada Maggiore 45 - Bologna,B. Aula Magna – Palazzo Hercolani – Strada Maggiore 45 - Bologna,C. Aula Ruffilli – Palazzo Re Enzo – Strada Maggiore 45 - Bologna,D. Aula Magna – Palazzo Re Enzo – Strada Maggiore 45 - Bologna
../SviluppoCooperazioneInternazionale/bacheca/sliding-doors-una-scelta-puo-stravolgere-la-tua-vita/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato per gli studenti dell'Università di Bologna?,A. IRIS - Archivio produzione scientifica,B. AlmaEsami,C. Bacheca offerte di lavoro,D. Cedolini web
../SviluppoCooperazioneInternazionale/bacheca/sliding-doors-una-scelta-puo-stravolgere-la-tua-vita/index.txt,Quale dei seguenti servizi NON è elencato come disponibile per gli studenti dell'Università di Bologna?,A. UniboImmagine,B. Cedolini web,C. La mia e-mail Studenti,D. Incarichi extraistituzionali
../SviluppoCooperazioneInternazionale/bacheca/sliding-doors-una-scelta-puo-stravolgere-la-tua-vita/index.txt,Quando e dove si terrà l'evento 'SLIDING DOORS: una scelta può stravolgere la tua vita!'?,"A. 27 settembre 2024 dalle 15:00 alle 17:00, aula 8 del Teaching Hub-Campus di Forlì","B. 27 settembre 2023 dalle 14:00 alle 16:00, aula 8 del Teaching Hub-Campus di Bologna","C. 27 settembre 2024 dalle 16:00 alle 18:00, aula 9 del Teaching Hub-Campus di Forlì","D. 28 settembre 2024 dalle 15:00 alle 17:00, aula 8 del Teaching Hub-Campus di Ravenna"
../SviluppoCooperazioneInternazionale/bacheca/sliding-doors-una-scelta-puo-stravolgere-la-tua-vita/index.txt,Quale tra le seguenti informazioni NON viene fornita durante l'incontro di orientamento al lavoro sul terzo settore?,A.  Dati di placement e opportunità lavorative nel terzo settore,B.  Un elenco completo di tutte le figure professionali richieste nel nonprofit,C.  Requisiti e percorsi formativi per lavorare nel nonprofit,D.  Informazioni su come partecipare al programma di fundraising del dipartimento
../SviluppoCooperazioneInternazionale/bacheca/sliding-doors-una-scelta-puo-stravolgere-la-tua-vita/index.txt,"Secondo il testo fornito, quale organizzazione è responsabile del placement degli studenti laureati nel corso di App Job Placement?",A. App Alumni,B. ALMA MATER STUDIORUM - Università di Bologna,C.  SviluppoCooperazioneInternazionale,D.  Privacy e note legali
../SviluppoCooperazioneInternazionale/bacheca/sliding-doors-una-scelta-puo-stravolgere-la-tua-vita/ics_view/index.txt,"In che aula si terrà l'incontro ""SLIDING DOORS: una scelta può stravolgere la tua vita!""?",A. aula 8 del Teaching Hub-Campus di Forlì,B. aula 7 del Teaching Hub-Campus di Bologna,C. aula 8 del Teaching Hub-Campus di Ravenna,D. aula 9 del Teaching Hub-Campus di Forlì
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezione-di-laboratorio-di-economia-5-cfu-del-prof-gilberto-antonelli/index.txt,"Secondo il testo, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. AlmaRegistri,A. AlmaEsami,B. UniboStore,C. Concilium
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezione-di-laboratorio-di-economia-5-cfu-del-prof-gilberto-antonelli/index.txt,Quando riprenderanno regolarmente le lezioni del corso LABORATORIO DI ECONOMIA (5 cfu) dopo l'annullamento di oggi?,A. 10 aprile 2024,B. 8 aprile 2024,C. 11 aprile 2024,D. 9 aprile 2024
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezione-di-laboratorio-di-economia-5-cfu-del-prof-gilberto-antonelli/index.txt,Quando riprenderanno regolarmente le lezioni di LABORATORIO DI ECONOMIA?,A. 10 aprile,B. 8 aprile,C. 11 aprile,D. 12 aprile
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-eventi_b_start_int=36/index.txt,Quale evento dedicato all'Erasmus+ si terrà il 26 gennaio 2024?,A. Erasmus Caffè: presentazione bando e testimonianze,B. Bando Erasmus+ 2024/25: Riunione informativa,C. Presentazione bando Erasmus 2024/25,D. Career Day: incontra le imprese
../SviluppoCooperazioneInternazionale/bacheca/welcome-day-svic-1/index.txt,Quale delle seguenti figure NON sarà presente all'incontro di benvenuto per gli studenti del primo anno del Corso di Sviluppo Cooperazione Internazionale?,D.  Il Direttore del Dipartimento,A. Roberto Impicciatore,B. Elisa Menegon,C. Filippo Ricci
../SviluppoCooperazioneInternazionale/bacheca/welcome-day-svic-1/volantino-welcomeday-svic.pdf/@@download/file/Volantino%20WelcomeDay%20SVIC.pdf.txt,Quando e dove si terrà l'incontro di benvenuto per gli studenti del primo anno di SVIC?,"A. Mercoledì 2 ottobre alle 17:00, nell'Aula Poeti (Palazzo Hercolani) e online su Teams","B. Martedì 1 ottobre alle 16:00, nell'Aula Poeti (Palazzo Hercolani)","C. Mercoledì 2 ottobre alle 17:00, online su Teams","D. Giovedì 3 ottobre alle 18:00, nell'Aula Poeti (Palazzo Hercolani)"
../SviluppoCooperazioneInternazionale/bacheca/welcome-day-svic-1/ics_view/index.txt,Quando si terrà il Welcome Day per gli studenti di primo anno del corso di Sviluppo Cooperazione Internazionale?,"A. 2 ottobre 2024, dalle 17:00 alle 18:30","B. 23 settembre 2024, dalle 17:00 alle 18:30","C. 9 settembre 2024, dalle 17:00 alle 18:30","D. 31 marzo 2024, dalle 17:00 alle 18:30"
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-eventi/index.txt,Quale evento si terrà il 27 settembre 2024 a Bologna?,"A. Tour guidati e AperiScienza, aspettando la Notte Europea dei Ricercatori",B. Presentazione LM in Scienze dell'educazione permanente e della formazione continua,C.  SLIDING DOORS: una scelta può stravolgere la tua vita!,D.  Il sistema agroalimentare interamericano
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-eventi/index.txt,"Quale evento si svolge online e offre un'esperienza formativa di 8 ore con casi pratici, focalizzata sulle tecniche di raccolta fondi per organizzazioni non profit?",A. FundraisingDay,B. Developing presence and engagement for international speeches: acting techniques for non-actors,C. E dopo la triennale? Le prospettive,D. Career Talks - Trova la tua strada
../SviluppoCooperazioneInternazionale/bacheca/iscriversi-all-universita-dai-testi-di-ammissione-alle-strategie-di-studio/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/iscriversi-all-universita-dai-testi-di-ammissione-alle-strategie-di-studio/index.txt,Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Servizi di consulenza psicologica,A.  Concilium,B.  Esami online - EOL,C.  Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/iscriversi-all-universita-dai-testi-di-ammissione-alle-strategie-di-studio/index.txt,Quando si terranno le Giornate dell'Orientamento online per discutere dell'iscrizione all'università?,A. Il 27 e 28 febbraio,B. Il 5 e 6 febbraio,C. Il 20 e 21 marzo,D. Il 10 e 11 aprile
../SviluppoCooperazioneInternazionale/bacheca/iscriversi-all-universita-dai-testi-di-ammissione-alle-strategie-di-studio/index.txt,In quale fascia oraria si svolge l'incontro su come prepararsi ai test di ammissione all'università?,A. 15.30 - 16.00,B. 11.00 - 11.30,C. 14.00 - 14.30,D. 16.00 - 16.30
../SviluppoCooperazioneInternazionale/bacheca/iscriversi-all-universita-dai-testi-di-ammissione-alle-strategie-di-studio/index.txt,Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,D. App Studenti,A. myUniBo,B. myAlmaOrienta,C. App Job Placement
../SviluppoCooperazioneInternazionale/bacheca/premi-di-studio-unibo-for-refugees/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Corsi in lingua
../SviluppoCooperazioneInternazionale/bacheca/premi-di-studio-unibo-for-refugees/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. U-Web Reporting - Reportistica Contabile Progetti,A.  IRIS - Archivio produzione scientifica,B.  Servizi bibliotecari,C.  La mia e-mail Studenti
../SviluppoCooperazioneInternazionale/bacheca/premi-di-studio-unibo-for-refugees/index.txt,Quando è scaduta la possibilità di richiedere i Premi di studio Unibo for Refugees per l'anno accademico 2023/24?,A. 8 agosto,B. 27 giugno,C. 8 settembre,D. 27 luglio
../SviluppoCooperazioneInternazionale/bacheca/premi-di-studio-unibo-for-refugees/index.txt,Quale delle seguenti app NON è menzionata come disponibile all'interno dell'Università di Bologna?,D. App Studenti,A. myUniBo,B. myAlmaOrienta,C. App Job Placement
../SviluppoCooperazioneInternazionale/bacheca/scegli-il-servizio-civile/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B.  Bacheca offerte di lavoro,C.  Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/scegli-il-servizio-civile/index.txt,Quando scade il bando per partecipare al Servizio Civile?,A. Le ore 14 del 15 febbraio 2024,B. Le ore 14 del 29 gennaio 2024,C. Le ore 14 del 15 marzo 2024,D. Le ore 14 del 2 febbraio 2024
../SviluppoCooperazioneInternazionale/bacheca/scegli-il-servizio-civile/index.txt,Quando scade il bando per partecipare al Servizio Civile?,A. Le ore 14 del 15 febbraio 2024,B. Il 29 gennaio 2024,C. Le ore 14 del 29 gennaio 2024,D. Il 15 marzo 2024
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezione-9-aprile-l-africa-nella-storia-politica-internazionale-del-professor-zamponi-4/index.txt,"Quale evento alternativo è proposto per la lezione di ""L'Africa nella storia politica internazionale"" annullata il 9 aprile?","A. Una conferenza su ""Il Sudafrica a trent'anni dalla apartheid – sfide interne e internazionali""",B. Una sessione di studio guidata dal professor Zamponi sul tema dell'apartheid in Sudafrica.,"C. Una lezione supplementare di ""L'Africa nella storia politica internazionale"" il giorno successivo.","D. Un seminario online sul ciclo ""Sfide della democrazia contemporanea"" con Raffaella Gherardi."
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezione-9-aprile-l-africa-nella-storia-politica-internazionale-del-professor-zamponi-4/09_04_pallotti_zamponi-web.pdf/@@download/file/09_04_Pallotti_Zamponi%20%20-%20web.pdf.txt,Dove si terrà il ciclo di incontri intitolato 'Il Sudafrica a trent'anni dalla apartheid: sfide interne e internazionali'?,A. Sia in presenza all'Accademia delle Scienze di Bologna che online tramite un link dedicato.,"B. Solo presso l'Accademia delle Scienze di Bologna, in via Zamboni 31.","C. Esclusivamente online, tramite l'Aula virtuale il 9 aprile 2024 alle ore 15:30.","D.  All'Università di Bologna, presso la Sala Ulisse, il 9 aprile 2024 alle ore 17:00."
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-notizie_b_start_int=60/index.txt,Quando si terrà la cerimonia di proclamazione delle Lauree Triennali di Scienze Politiche per la sessione di marzo 2024?,A. 12 aprile 2024,B. 24 gennaio 2024,C. 15 gennaio 2024,D. 8 febbraio 2024
../SviluppoCooperazioneInternazionale/bacheca/open-international-joint-lecture/index.txt,Quale tra i seguenti servizi online NON è menzionato nel testo come disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. UniboStore,C. IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/bacheca/open-international-joint-lecture/index.txt,Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,A.  UniboImmagine,B.  Cedolini web,C.  La mia e-mail Studenti,D.  IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/bacheca/open-international-joint-lecture/index.txt,"Quando si terrà il seminario integrativo ""OPEN INTERNATIONAL JOINT LECTURE: European Union grant programmes as a tools for the European Territorial Cooperation policy: persistence and evolutions""?",A. 4 aprile 2024 dalle 18:00 alle 19:15,B. 4 maggio 2024 dalle 18:00 alle 19:15,C. 4 aprile 2023 dalle 18:00 alle 19:15,D. 4 aprile 2024 dalle 17:00 alle 18:15
../SviluppoCooperazioneInternazionale/bacheca/open-international-joint-lecture/index.txt,Quale dei seguenti argomenti NON verrà trattato durante il seminario integrativo 'Open International Joint Lecture'?,A.  La governance strutturale dei fondi dell'Unione Europea e l'approccio americano,B.  I programmi di finanziamento dell'Unione Europea come strumenti per la politica di cooperazione territoriale europea,C.  L'impatto dei programmi di finanziamento dell'Unione Europea sulla cooperazione internazionale,D.  Il programma INTERREG ADRION come caso di studio per la cooperazione territoriale europea
../SviluppoCooperazioneInternazionale/bacheca/open-international-joint-lecture/index.txt,Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,A. App di gestione delle biblioteche,B. myUniBo,C. myAlmaOrienta,D. App Job Placement
../SviluppoCooperazioneInternazionale/bacheca/open-international-joint-lecture/ics_view/index.txt,Quando si terrà il seminario integrativo sul tema dei programmi di finanziamento dell'Unione Europea?,A. 4 aprile 2024 alle 18:00,B. 21 marzo 2024 alle 11:34,C. 31 marzo 2024 alle 03:00,D. 23 settembre 2024 alle 21:58
../SviluppoCooperazioneInternazionale/bacheca/open-international-joint-lecture/open-seminar-4th-of-april.pdf/@@download/file/OPEN%20SEMINAR%204th%20of%20April.pdf.txt,A quale programma di finanziamento dell'Unione Europea si riferisce il caso di studio presentato nel seminario?,A. INTERREG ADRION,B. Erasmus+,C. Horizon Europe,D. LIFE
../SviluppoCooperazioneInternazionale/bacheca/partecipa-agli-eventi-del-servizio-per-studentesse-e-studenti-con-dsa/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Corsi in lingua
../SviluppoCooperazioneInternazionale/bacheca/partecipa-agli-eventi-del-servizio-per-studentesse-e-studenti-con-dsa/index.txt,Quando si terrà l'evento online rivolto agli studenti con DSA che desiderano iscriversi all'Università di Bologna?,A. 7 maggio 2024,B. 12 aprile 2024,C. 14 maggio 2024,D. 21 maggio 2024
../SviluppoCooperazioneInternazionale/bacheca/partecipa-agli-eventi-del-servizio-per-studentesse-e-studenti-con-dsa/index.txt,A quale data è previsto l'evento online rivolto agli studenti con DSA?,A. 7 maggio,B. 9 maggio,C. 12 aprile,D. 19 maggio
../SviluppoCooperazioneInternazionale/bacheca/iscriviti-ad-aiesec/index.txt,Quale dei seguenti servizi online NON è disponibile per gli studenti dell'Università di Bologna?,D. Incarichi extraistituzionali,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Corsi in lingua
../SviluppoCooperazioneInternazionale/bacheca/iscriviti-ad-aiesec/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",A. UniboImmagine,B. La mia e-mail Studenti,C. IRIS - Archivio produzione scientifica,D. Titulus
../SviluppoCooperazioneInternazionale/bacheca/iscriviti-ad-aiesec/index.txt,"Qual è l'obiettivo principale dell'organizzazione AIESEC, secondo il testo?",A. Sviluppare la leadership nei giovani,B. Promuovere lo scambio culturale tra studenti internazionali,C. Fornire borse di studio per studenti meritevoli,D. Organizzare eventi di volontariato in diversi paesi
../SviluppoCooperazioneInternazionale/bacheca/iscriviti-ad-aiesec/index.txt,Qual è l'età minima richiesta per candidarsi a far parte del comitato AIESEC a Bologna?,A. 18 anni,B. 21 anni,C. 16 anni,D. 35 anni
../SviluppoCooperazioneInternazionale/bacheca/iscriviti-ad-aiesec/index.txt,"Secondo il testo fornito, quale delle seguenti applicazioni è stata sviluppata dall'Università di Bologna per supportare i suoi studenti nel processo di inserimento nel mondo del lavoro?",A. App Job Placement,B. App Alumni,C. App Career Services,D. App Bologna Placement
../SviluppoCooperazioneInternazionale/bacheca/iscriviti-ad-aiesec/booklet-informativo-aiesec-bologna.pdf/@@download/file/Booklet%20informativo%20AIESEC%20Bologna.pdf.txt,"Secondo il testo, quali sono le tre principali modalità attraverso cui AIESEC aiuta i giovani a sviluppare la propria leadership?","A. Esperienze pratiche, volontariato all'estero e tirocinio all'estero","B.  Formazione accademica, mentorship e partecipazione a conferenze","C.  Volontariato locale, partecipazione a campagne di sensibilizzazione e creazione di contenuti digitali","D.  Sviluppo di competenze digitali, apprendimento di lingue straniere e networking internazionale"
../SviluppoCooperazioneInternazionale/bacheca/iscriviti-ad-aiesec/booklet-informativo-aiesec-bologna.pdf/@@download/file/Booklet%20informativo%20AIESEC%20Bologna.pdf.txt,Qual è il modo più veloce per candidarsi al programma descritto nel testo?,A. Scansionando il QR Code,B. Inviando un'email all'associazione entro 48 ore,C. Visitando il sito web e compilando un modulo online,D. Partecipando ad un meeting informativo
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezioni-di-lingua-spagnola-8-cfu-a-l-prof-silvia-betti/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale online dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezioni-di-lingua-spagnola-8-cfu-a-l-prof-silvia-betti/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. U-Web Reporting - Reportistica Contabile Progetti,A.  IRIS - Archivio produzione scientifica,B.  La mia e-mail Studenti,C.  Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezioni-di-lingua-spagnola-8-cfu-a-l-prof-silvia-betti/index.txt,Quando sono sospese le lezioni di LINGUA SPAGNOLA (8 cfu) (A-L) tenute dal prof. Silvia Betti?,"A. Il 17, 18 e 19 settembre",B. Il 17 e 18 settembre,C. Il 18 e 19 settembre,"D. Il 16, 17 e 18 settembre"
../SviluppoCooperazioneInternazionale/bacheca/annullamento-lezioni-di-lingua-spagnola-8-cfu-a-l-prof-silvia-betti/index.txt,"Secondo il testo fornito, quali sono le applicazioni disponibili per gli studenti dell'Università di Bologna?",A. myAlmaOrienta e App Job Placement,B. myAlmaOrienta e App Alumni,C. App Job Placement e App Alumni,"D. myAlmaOrienta, App Job Placement e App Alumni"
../SviluppoCooperazioneInternazionale/bacheca/borse-di-studio-per-progetti-inerenti-le-problematiche-della-cooperazione-allo-sviluppo/index.txt,"Secondo il testo, quale tra questi servizi NON è disponibile per gli studenti dell'Università di Bologna?",A. Incarichi extraistituzionali,B. Corsi in lingua,C. Servizi bibliotecari,D. AlmaEsami
../SviluppoCooperazioneInternazionale/bacheca/borse-di-studio-per-progetti-inerenti-le-problematiche-della-cooperazione-allo-sviluppo/index.txt,Quale è la somma totale delle borse di studio offerte dall'Associazione Giovanni Lorenzin per progetti di tesi di laurea sulla cooperazione allo sviluppo?,A. 6000€,B. 1000€,C. 4000€,D. 8000€
../SviluppoCooperazioneInternazionale/bacheca/borse-di-studio-per-progetti-inerenti-le-problematiche-della-cooperazione-allo-sviluppo/index.txt,Quale è la somma totale del denaro assegnato alle borse di studio offerte dall'Associazione Giovanni Lorenzin?,A. 6000€,B. 1000€,C. 4000€,D. 3000€
../SviluppoCooperazioneInternazionale/bacheca/sviluppo-economico-qualita-istituzionale-e-capitale-umano-il-caso-italiano/index.txt,Qual è il focus principale del seminario tenuto dalla Prof.ssa Annamaria Nifo?,"A. L'influenza della qualità istituzionale sulle politiche di sviluppo economico e sul capitale umano, con particolare attenzione al caso italiano.",B. La creazione e l'utilizzo dell'indicatore di qualità istituzionale (IQI) per le regioni italiane.,C. Un'analisi comparativa della qualità istituzionale tra diverse regioni europee.,D. Le politiche economiche regionali adottate dal Dipartimento di Scienze Politiche dell'Università del Sannio.
../SviluppoCooperazioneInternazionale/bacheca/sviluppo-economico-qualita-istituzionale-e-capitale-umano-il-caso-italiano/ics_view/index.txt,"In quale aula si terrà il seminario 'Sviluppo economico, qualità istituzionale e capitale umano. Il caso italiano'?",A. Complesso Santa Cristina - Aula C,B. Complesso Santa Maria - Aula B,C. Complesso Santa Cristina - Aula A,D. Aula Magna
../SviluppoCooperazioneInternazionale/bacheca/aperte-le-iscrizioni-ai-laboratori-del-primo-semestre-1/index.txt,A quale anno accademico si riferiscono le iscrizioni aperte ai laboratori di 'Sviluppo e cooperazione internazionale'?,A. 2024-2025,B. 2023-2024,C. 2025-2026,D. 2022-2023
../SviluppoCooperazioneInternazionale/bacheca/aperte-le-iscrizioni-ai-laboratori-del-primo-semestre-1/index.txt,Quale tra i seguenti servizi NON è disponibile tramite il portale web personale dell'Università di Bologna?,A.  UniboImmagine,B.  Cedolini web,C.  La mia e-mail Studenti,D.  Incarichi extraistituzionali
../SviluppoCooperazioneInternazionale/bacheca/aperte-le-iscrizioni-ai-laboratori-del-primo-semestre-1/index.txt,Quando è possibile iscriversi ai laboratori SVIC e SPOSI per il primo semestre dell'anno accademico 2024-2025?,A. Dal 24 giugno 2024 ore 18:00,B. Dal 25 giugno 2024 ore 18:00,C. Dal 24 giugno 2023 ore 18:00,D. Dal 24 giugno 2024 ore 12:00
../SviluppoCooperazioneInternazionale/bacheca/aperte-le-iscrizioni-ai-laboratori-del-primo-semestre-1/index.txt,Quando è possibile iscriversi ai laboratori di SVIC e SPOSI per il primo semestre dell'anno accademico 2024-2025?,A. Dal 24 giugno 2024 ore 18:00,B. Dal 24 giugno 2024 ore 16:00,C. Dal 25 giugno 2024 ore 18:00,D. Dal 23 giugno 2024 ore 18:00
../SviluppoCooperazioneInternazionale/bacheca/aperte-le-iscrizioni-ai-laboratori-del-primo-semestre-1/index.txt,"Secondo il testo fornito, quale delle seguenti informazioni NON è disponibile sul sito web del corso?",A. Note legali,B. Informazioni sul sito e accessibilità,C. Programma dettagliato del corso,D. Impostazioni cookie
